timestamp,fault-target,component,severity_level,templated_message
2024-11-08T22:55:20.624525395Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:20.624113465Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Source: customertss -> router (requests) () () switched from  to  on [unassigned resource].
2024-11-08T22:55:20.623298575Z,flink-worker,flink-master,WARN,"   org.apache.flink.runtime.jobmaster.slotpool.DeclarativeSlotPoolBridge [] - Could not acquire the minimum required resources, failing slot requests. Acquired: []. Current slot pool status: Registered TMs: , registered slots:  free slots: "
2024-11-08T22:55:20.622918105Z,flink-worker,flink-master,WARN,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Could not fulfill resource requirements of job . Free slots: 
2024-11-08T22:55:19.620872353Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T22:55:19.620382423Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:19.620291583Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:19.620179223Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
2024-11-08T22:55:19.620118293Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] - Calculating tasks to restart to recover the failed task .
2024-11-08T22:55:19.618570693Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:19.617454133Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Source: customertss -> router (requests) () () switched from  to  on [unassigned resource].
2024-11-08T22:55:19.616297623Z,flink-worker,flink-master,WARN,"   org.apache.flink.runtime.jobmaster.slotpool.DeclarativeSlotPoolBridge [] - Could not acquire the minimum required resources, failing slot requests. Acquired: []. Current slot pool status: Registered TMs: , registered slots:  free slots: "
2024-11-08T22:55:19.615879653Z,flink-worker,flink-master,WARN,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Could not fulfill resource requirements of job . Free slots: 
2024-11-08T22:55:18.615690850Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T22:55:18.614815840Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:18.614045960Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:18.612916980Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
2024-11-08T22:55:18.612804740Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] - Calculating tasks to restart to recover the failed task .
2024-11-08T22:55:18.612480700Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:18.611994760Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Source: customertss -> router (requests) () () switched from  to  on [unassigned resource].
2024-11-08T22:55:18.611794090Z,flink-worker,flink-master,WARN,"   org.apache.flink.runtime.jobmaster.slotpool.DeclarativeSlotPoolBridge [] - Could not acquire the minimum required resources, failing slot requests. Acquired: []. Current slot pool status: Registered TMs: , registered slots:  free slots: "
2024-11-08T22:55:18.611693730Z,flink-worker,flink-master,WARN,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Could not fulfill resource requirements of job . Free slots: 
2024-11-08T22:55:17.607238428Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T22:55:17.607184737Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:17.606688027Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:17.606161257Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
2024-11-08T22:55:17.605845938Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] - Calculating tasks to restart to recover the failed task .
2024-11-08T22:55:17.605327388Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:17.605067837Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Source: customertss -> router (requests) () () switched from  to  on [unassigned resource].
2024-11-08T22:55:17.603852648Z,flink-worker,flink-master,WARN,"   org.apache.flink.runtime.jobmaster.slotpool.DeclarativeSlotPoolBridge [] - Could not acquire the minimum required resources, failing slot requests. Acquired: []. Current slot pool status: Registered TMs: , registered slots:  free slots: "
2024-11-08T22:55:17.603517678Z,flink-worker,flink-master,WARN,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Could not fulfill resource requirements of job . Free slots: 
2024-11-08T22:55:16.602604544Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T22:55:16.601329895Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:16.601072465Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:16.599859235Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
2024-11-08T22:55:16.599549115Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] - Calculating tasks to restart to recover the failed task .
2024-11-08T22:55:16.599222435Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:16.598732185Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Source: customertss -> router (requests) () () switched from  to  on [unassigned resource].
2024-11-08T22:55:16.598527835Z,flink-worker,flink-master,WARN,"   org.apache.flink.runtime.jobmaster.slotpool.DeclarativeSlotPoolBridge [] - Could not acquire the minimum required resources, failing slot requests. Acquired: []. Current slot pool status: Registered TMs: , registered slots:  free slots: "
2024-11-08T22:55:16.597541155Z,flink-worker,flink-master,WARN,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Could not fulfill resource requirements of job . Free slots: 
2024-11-08T22:55:15.594918652Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T22:55:15.594886512Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:15.594498892Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:15.593268362Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
2024-11-08T22:55:15.592925342Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] - Calculating tasks to restart to recover the failed task .
2024-11-08T22:55:15.592291742Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:15.591803472Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Source: customertss -> router (requests) () () switched from  to  on [unassigned resource].
2024-11-08T22:55:15.591568272Z,flink-worker,flink-master,WARN,"   org.apache.flink.runtime.jobmaster.slotpool.DeclarativeSlotPoolBridge [] - Could not acquire the minimum required resources, failing slot requests. Acquired: []. Current slot pool status: Registered TMs: , registered slots:  free slots: "
2024-11-08T22:55:15.591321692Z,flink-worker,flink-master,WARN,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Could not fulfill resource requirements of job . Free slots: 
2024-11-08T22:55:14.589167649Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T22:55:14.588660059Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:14.587738369Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:14.587121990Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
2024-11-08T22:55:14.586095959Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] - Calculating tasks to restart to recover the failed task .
2024-11-08T22:55:14.585304350Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:14.584481610Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Source: customertss -> router (requests) () () switched from  to  on [unassigned resource].
2024-11-08T22:55:14.583832030Z,flink-worker,flink-master,WARN,"   org.apache.flink.runtime.jobmaster.slotpool.DeclarativeSlotPoolBridge [] - Could not acquire the minimum required resources, failing slot requests. Acquired: []. Current slot pool status: Registered TMs: , registered slots:  free slots: "
2024-11-08T22:55:14.583804420Z,flink-worker,flink-master,WARN,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Could not fulfill resource requirements of job . Free slots: 
2024-11-08T22:55:13.580822757Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T22:55:13.580304297Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:13.579019028Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:13.576461778Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
2024-11-08T22:55:13.576333188Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] - Calculating tasks to restart to recover the failed task .
2024-11-08T22:55:13.575657988Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:13.575591458Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Source: customertss -> router (requests) () () switched from  to  on [unassigned resource].
2024-11-08T22:55:13.575558468Z,flink-worker,flink-master,WARN,"   org.apache.flink.runtime.jobmaster.slotpool.DeclarativeSlotPoolBridge [] - Could not acquire the minimum required resources, failing slot requests. Acquired: []. Current slot pool status: Registered TMs: , registered slots:  free slots: "
2024-11-08T22:55:13.575523488Z,flink-worker,flink-master,WARN,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Could not fulfill resource requirements of job . Free slots: 
2024-11-08T22:55:12.572721045Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T22:55:12.572288575Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:12.569056876Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:12.568902756Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
2024-11-08T22:55:12.567392596Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] - Calculating tasks to restart to recover the failed task .
2024-11-08T22:55:12.566608336Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:12.565872406Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Source: customertss -> router (requests) () () switched from  to  on [unassigned resource].
2024-11-08T22:55:12.564200336Z,flink-worker,flink-master,WARN,"   org.apache.flink.runtime.jobmaster.slotpool.DeclarativeSlotPoolBridge [] - Could not acquire the minimum required resources, failing slot requests. Acquired: []. Current slot pool status: Registered TMs: , registered slots:  free slots: "
2024-11-08T22:55:12.563614076Z,flink-worker,flink-master,WARN,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Could not fulfill resource requirements of job . Free slots: 
2024-11-08T22:55:11.561131223Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T22:55:11.560621393Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:11.558147473Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:11.555070594Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
2024-11-08T22:55:11.554570994Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] - Calculating tasks to restart to recover the failed task .
2024-11-08T22:55:11.552624914Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:11.551434854Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Source: customertss -> router (requests) () () switched from  to  on [unassigned resource].
2024-11-08T22:55:11.549460824Z,flink-worker,flink-master,WARN,"   org.apache.flink.runtime.jobmaster.slotpool.DeclarativeSlotPoolBridge [] - Could not acquire the minimum required resources, failing slot requests. Acquired: []. Current slot pool status: Registered TMs: , registered slots:  free slots: "
2024-11-08T22:55:11.548769494Z,flink-worker,flink-master,WARN,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Could not fulfill resource requirements of job . Free slots: 
2024-11-08T22:55:10.688282818Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.StandaloneResourceManager [] - Closing TaskExecutor connection : because: The heartbeat of TaskManager with id : timed out.
2024-11-08T22:55:10.688130598Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.StandaloneResourceManager [] - The heartbeat of TaskManager with id : timed out.
2024-11-08T22:55:10.549086272Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T22:55:10.548555151Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.jobmaster.slotpool.DefaultDeclarativeSlotPool [] - Releasing slot [].
2024-11-08T22:55:10.548336722Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:10.547834352Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:10.547027092Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:10.546604202Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:10.544109452Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
2024-11-08T22:55:10.543581402Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] - Calculating tasks to restart to recover the failed task .
2024-11-08T22:55:10.543084732Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:55:10.541532782Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - feedback () () switched from  to  on :  components-.components_flinkk (dataPort=).
2024-11-08T22:55:10.537995343Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.jobmaster.JobMaster                 [] - Heartbeat of TaskManager with id : timed out.
2024-11-08T22:52:12.793446522Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T22:52:12.791800722Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:52:12.790092603Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:52:12.788099523Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
2024-11-08T22:52:12.787720342Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] - Calculating tasks to restart to recover the failed task .
2024-11-08T22:52:12.786711843Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:52:12.784207913Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Source: customertss -> router (requests) () () switched from  to  on [unassigned resource].
2024-11-08T22:52:12.782920763Z,flink-worker,flink-master,WARN,"   org.apache.flink.runtime.jobmaster.slotpool.DeclarativeSlotPoolBridge [] - Could not acquire the minimum required resources, failing slot requests. Acquired: []. Current slot pool status: Registered TMs: , registered slots:  free slots: "
2024-11-08T22:52:12.782430603Z,flink-worker,flink-master,WARN,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Could not fulfill resource requirements of job . Free slots: 
2024-11-08T22:52:11.774690260Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T22:52:11.773777101Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:52:11.772833971Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:52:11.769901371Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
2024-11-08T22:52:11.769245851Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] - Calculating tasks to restart to recover the failed task .
2024-11-08T22:52:11.767645932Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:52:11.765430821Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Source: customertss -> router (requests) () () switched from  to  on [unassigned resource].
2024-11-08T22:52:11.764165772Z,flink-worker,flink-master,WARN,"   org.apache.flink.runtime.jobmaster.slotpool.DeclarativeSlotPoolBridge [] - Could not acquire the minimum required resources, failing slot requests. Acquired: []. Current slot pool status: Registered TMs: , registered slots:  free slots: "
2024-11-08T22:52:11.760469242Z,flink-worker,flink-master,WARN,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Could not fulfill resource requirements of job . Free slots: 
2024-11-08T22:52:10.755750869Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T22:52:10.755654149Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:52:10.755560319Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:52:10.753891009Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
2024-11-08T22:52:10.753473370Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] - Calculating tasks to restart to recover the failed task .
2024-11-08T22:52:10.751407610Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:52:10.751264720Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Source: customertss -> router (requests) () () switched from  to  on [unassigned resource].
2024-11-08T22:52:10.747201460Z,flink-worker,flink-master,WARN,"   org.apache.flink.runtime.jobmaster.slotpool.DeclarativeSlotPoolBridge [] - Could not acquire the minimum required resources, failing slot requests. Acquired: []. Current slot pool status: Registered TMs: , registered slots:  free slots: "
2024-11-08T22:52:10.746388350Z,flink-worker,flink-master,WARN,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Could not fulfill resource requirements of job . Free slots: 
2024-11-08T22:52:09.741079287Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T22:52:09.741055178Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:52:09.740945247Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:52:09.737670178Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
2024-11-08T22:52:09.736004958Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] - Calculating tasks to restart to recover the failed task .
2024-11-08T22:52:09.734232598Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:52:09.733259278Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Source: customertss -> router (requests) () () switched from  to  on [unassigned resource].
2024-11-08T22:52:09.731311128Z,flink-worker,flink-master,WARN,"   org.apache.flink.runtime.jobmaster.slotpool.DeclarativeSlotPoolBridge [] - Could not acquire the minimum required resources, failing slot requests. Acquired: []. Current slot pool status: Registered TMs: , registered slots:  free slots: "
2024-11-08T22:52:09.730317888Z,flink-worker,flink-master,WARN,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Could not fulfill resource requirements of job . Free slots: 
2024-11-08T22:52:08.725757216Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T22:52:08.723719476Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:52:08.723524966Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:52:08.723208186Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
2024-11-08T22:52:08.723138436Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] - Calculating tasks to restart to recover the failed task .
2024-11-08T22:52:08.721532606Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:52:08.716802797Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Source: customertss -> router (requests) () () switched from  to  on [unassigned resource].
2024-11-08T22:52:08.715182537Z,flink-worker,flink-master,WARN,"   org.apache.flink.runtime.jobmaster.slotpool.DeclarativeSlotPoolBridge [] - Could not acquire the minimum required resources, failing slot requests. Acquired: []. Current slot pool status: Registered TMs: , registered slots:  free slots: "
2024-11-08T22:52:08.714744467Z,flink-worker,flink-master,WARN,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Could not fulfill resource requirements of job . Free slots: 
2024-11-08T22:52:07.710351504Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.resourcemanager.slotmanager.DeclarativeSlotManager [] - Clearing resource requirements of job 
2024-11-08T22:52:07.710327264Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:52:07.710241764Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:52:07.710147214Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] -  tasks should be restarted to recover the failed task . 
2024-11-08T22:52:07.710112994Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.failover..RestartPipelinedRegionFailoverStrategy [] - Calculating tasks to restart to recover the failed task .
2024-11-08T22:52:07.710019334Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Discarding the results produced by task execution .
2024-11-08T22:52:07.705794824Z,flink-worker,flink-master,INFO,   org.apache.flink.runtime.executiongraph.ExecutionGraph       [] - Source: customertss -> router (requests) () () switched from  to  on [unassigned resource].
